,movie,bechdel_pass
7581,themuppetstakemanhattan,1
7582,thenatural,0
7583,theneverendingstory,0
7584,nightofthecomet,1
7585,nineteeneighty-four,0
7586,noncirestachepiangere,0
7587,onceuponatimeinamerica,0
7588,paristexas,0
7589,thephiladelphiaexperiment,0
7590,poisonforthefairies,1
7591,policeacademy,1
7592,protocol,1
7593,purplerain,1
7594,razorback,0
7595,repoman,0
7596,revengeofthenerds,0
7597,rhinestone,1
7598,romancingthestone,1
7599,secretplaces,1
7600,she,0
7601,silentnightdeadlynight,1
7602,sixteencandles,1
7603,splash,0
7604,startrekiiithesearchforspock,0
7605,starman,0
7606,supergirl,1
7607,theterminator,1
7608,thisisspinaltap,0
7609,topsecret!,0
7610,trancers,0
7611,thewarriorandthesorceress,0
7612,whathaveidonetodeservethis?,1
7613,zweinasentankensuper,0
7614,the4thman,0
7615,achristmasstory,0
7616,theballadofnarayama,1
7617,barefootgen,1
7618,thebestchristmaspageantever,1
7619,borninflames,1
7620,breathless,0
7621,christine,0
7622,cujo,1
7623,darkhabits,1
7624,thedeadzone,0
7625,deathstalker,0
7626,diesupernasen,0
7627,educatingrita,1
7628,elnorte,1
7629,elpico,0
7630,flashdance,1
7631,goforit,0
7632,hercules,1
7633,thehunger,1
7634,jaws3-d,1
7635,krull,0
7636,lianna,1
7637,localhero,0
7638,losrenglonestorcidosdedios,1
7639,themanwithtwobrains,0
7640,themeaningoflife,0
7641,merrychristmasmrlawrence,0
7642,mickey'schristmascarol,0
7643,mortellerandonnée,1
7644,octopussy,0
7645,theoutsiders,0
7646,riskybusiness,1
7647,rumblefish,0
7648,scarface,0
7649,silkwood,1
7650,starwarsepisodevi-returnofthejedi,0
7651,strangebrew,0
7652,suburbia,1
7653,supermaniii,1
7654,termsofendearment,0
7655,termsofendearment,1
7656,tradingplaces,0
7657,underfire,0
7658,videodrome,0
7659,wargames,0
7660,wildstyle,1
7661,women'sprisonmassacre,1
7662,yellowbeard,0
7663,yentl,1
7664,48hrs.,0
7665,anofficerandagentleman,1
7666,annie,1
7667,bananajoe,0
7668,thebeastwithin,0
7669,thebestlittlewhorehouseintexas,1
7670,bladerunner,0
7671,catpeople,1
7672,comebacktothefiveanddimejimmydeanjimmydean,1
7673,conanthebarbarian,0
7674,countryman,0
7675,thedarkcrystal,0
7676,deathtrap,1
7677,deuxheuresmoinslequartavantjesus-christ,0
7678,diner,0
7679,thedraughtsman'scontract,0
7680,e.t.theextra-terrestrial,1
7681,theentity,1
7682,evilunderthesun,1
7683,fannyandalexander,0
7684,fasttimesatridgemonthigh,0
7685,finye(thewind),1
7686,firstblood,0
7687,thefits,0
7688,forbiddenworld,1
7689,frances,1
7690,fridaythe13thpartiii,1
7691,gandhi,0
7692,godard'spassion,1
7693,grease2,1
7694,thekingofcomedy,0
7695,koyaanisqatsi,0
7696,ladiesandgentlementhefabulousstains,1
7697,thelastamericanvirgin,1
7698,thelastunicorn,1
7699,leretourdemartinguerre,1
7700,liquidsky,1
7701,milgritostienelanoche[pieces],0
7702,missing,1
7703,montypythonliveatthehollywoodbowl,0
7704,theparty2,1
7705,pinkfloydthewall,0
7706,piratensenderpowerplay,0
7707,poltergeist,1
7708,porky's,0
7709,rockyiii,0
7710,thescarletpimpernel,0
7711,thesecretofnimh,1
7712,theslumberpartymassacre,1
7713,smithereens,1
7714,sophie'schoice,1
7715,sorceress,1
7716,startrekthewrathofkhan,1
7717,thestateofthings,1
7718,swampthing,0
7719,tenebre,0
7720,tex,0
7721,thething,0
7722,tootsie,0
7723,tron,0
7724,theverdict,0
7725,victorvictoria,1
7726,theworldaccordingtogarp,1
7727,...etuvivrainelterrore!l'aldila(thebeyond),1
7728,absenceofmalice,1
7729,anamericanwerewolfinlondon,0
7730,blowout,1
7731,bodyheat,0
7732,cannibalferox,1
7733,chariotsoffire,0
7734,christianef.-wirkindervombahnhofzoo,1
7735,clashofthetitans,1
7736,dasboot,0
7737,deadandburied,0
7738,dersubjektivefaktor,1
7739,diva,0
7740,dragonslayer,0
7741,escapefromnewyork,0
7742,theevildead,0
7743,excalibur,0
7744,foryoureyesonly,1
7745,thefourseasons,1
7746,thefoxandthehound,0
7747,fridaythe13thpart2,0
7748,galaxyofterror,1
7749,thegreatmuppetcaper,1
7750,gregory'sgirl,1
7751,halloweenii,1
7752,happybirthdaytome,1
7753,heavymetal,0
7754,historyoftheworldparti,0
7755,horrorplanet,1
7756,thehowling,1
7757,ilmarchesedelgrillo,1
7758,lafugadesegovia,0
7759,ladychatterley'slover,1
7760,looker,0
7761,themarvacollinsstory,0
7762,themaskedavengers,0
7763,mommydearest,1
7764,ms.45,1
7765,mydinnerwithandre,0
7766,nighthawks,0
7767,onagoldenpond,0
7768,outland,0
7769,penniesfromheaven,0
7770,polyester,1
7771,possession,0
7772,theprowler,1
7773,questforfire,0
7774,ragtime,0
7775,raidersofthelostark,1
7776,reds,1
7777,richandfamous,1
7778,scanners,0
7779,shocktreatment,1
7780,southerncomfort,0
7781,stripes,0
7782,thief,0
7783,timebandits,0
7784,umraojaan,1
7785,victory,0
7786,thewomannextdoor,1
7787,airplane!,1
7788,americangigolo,1
7789,anywhichwayyoucan,0
7790,atlanticcity,1
7791,battlebeyondthestars,0
7792,thebluelagoon,0
7793,thebluesbrothers,0
7794,can'tstopthemusic,1
7795,cannibalholocaust,0
7796,coalminer'sdaughter,1
7797,cruising,0
7798,fadetoblack,1
7799,fame,1
7800,thefinalcountdown,0
7801,flashgordon,1
7802,thefog,1
7803,fridaythe13th,1
7804,health,1
7805,heaven'sgate,0
7806,indulabakterhaz,0
7807,kagemusha,0
7808,thekingandthemockingbird,0
7809,laterrazza,1
7810,littledarlings,1
7811,looseshoes,0
7812,maniac,1
7813,themirrorcrack'd,1
7814,moskvaslezamneverit,1
7815,nightmarecity,1
7816,ninetofive(9to5),1
7817,theninthconfiguration,0
7818,thenudebomb,0
7819,ordinarypeople,0
7820,theparty,1
7821,pepilucibomandothergirlslikemom,1
7822,popeye,1
7823,privatebenjamin,1
7824,ragingbull,0
7825,resurrection,0
7826,theshining,0
7827,somewhereintime,0
7828,starwarsepisodev-theempirestrikesback,0
7829,supermanii,1
7830,xanadu,1
7831,alien,1
7832,allthatjazz,0
7833,theamityvillehorror,1
7834,angels'brigade,1
7835,apocalypsenow,0
7836,beingthere,0
7837,thebelljar,1
7838,theblackhole,0
7839,buffetfroid,0
7840,thechinasyndrome,1
7841,dieblechtrommel,1
7842,escapefromalcatraz,0
7843,thefriscokid,0
7844,hair,1
7845,thein-laws,1
7846,thejerk,0
7847,kramervs.kramer,0
7848,l'hypothesedutableauvole,0
7849,lifeofbrian,1
7850,madmax,1
7851,manhattan,0
7852,themarriageofmariabraun,1
7853,meatballs,1
7854,moonraker,0
7855,themuppetmovie,0
7856,murderbynaturalcauses,0
7857,mybrilliantcareer,1
7858,normarae,1
7859,thenorthavenueirregulars,1
7860,nosferatuthevampyre,0
7861,osenniymarafon,0
7862,phantasm,0
7863,quadrophenia,0
7864,rock'n'rollhighschool,1
7865,rockyii,0
7866,therose,0
7867,rupansanseikariosutoronoshiro,1
7868,scum,0
7869,stalker,0
7870,startrekthemotionpicture,0
7871,timeaftertime,0
7872,touristtrap,1
7873,thewarriors,0
7874,awomancalledmoses,1
7875,animalhouse,0
7876,avalanche,0
7877,battlestargalactica,1
7878,theboysfrombrazil,0
7879,thebrink'sjob,0
7880,convoy,0
7881,damienomenii,0
7882,dawnofthedead,0
7883,daysofheaven,1
7884,deathonthenile,1
7885,thedeerhunter,0
7886,thedriver,0
7887,foulplay,1
7888,girlfriends,1
7889,grayladydown,0
7890,grease,1
7891,höstsonaten,1
7892,halloween,1
7893,thehoundofthebaskervilles,1
7894,ispitonyourgrave,0
7895,interiors,1
7896,jaws2,0
7897,jubilee,1
7898,lacageauxfolles,0
7899,lochiamavanobulldozer,0
7900,thelordoftherings,0
7901,magic,0
7902,midnightexpress,0
7903,prettybaby,0
7904,quelmaledettotrenoblindato,0
7905,ringingbell(chirinnosuzu),0
7906,theshout,0
7907,thestarwarsholidayspecial,0
7908,starcrash,1
7909,superman,0
7910,watershipdown,0
7911,withinthewoods,1
7912,thewiz,1
7913,3women,1
7914,the36crazyfists,0
7915,abridgetoofar,0
7916,alittlenightmusic,1
7917,aspecialday,0
7918,abbathemovie,0
7919,alucarda,1
7920,anniehall,1
7921,bad,1
7922,closeencountersofthethirdkind,0
7923,damnationalley,0
7924,deathtrap!,1
7925,desperateliving,1
7926,thedevilprobably,0
7927,theduelists,0
7928,emmanuelle3,1
7929,eraserhead,0
7930,thegoodbyegirl,1
7931,thehauntingofjulia,1
7932,highanxiety,0
7933,thehillshaveeyes,1
7934,house,1
7935,julia,1
7936,thekentuckyfriedmovie,0
7937,kingdomofthespiders,1
7938,lovecamp,1
7939,themanintheironmask,0
7940,themanwholovedwomen,0
7941,themanyadventuresofwinniethepooh,0
7942,marchordie,0
7943,martin,0
7944,orca,0
7945,peppermintsoda,1
7946,pete'sdragon,0
7947,planetofdinosaurs,1
7948,pumpingiron,0
7949,rabid,1
7950,raceforyourlifecharliebrown,1
7951,therescuers,1
7952,saturdaynightfever,0
7953,thesentinel,1
7954,slapshot,1
7955,sluzhebnyyroman,1
7956,soldaatvanoranje,0
7957,thespywholovedme,0
7958,starwars,0
7959,stroszek,0
7960,suspiria,1
7961,theturningpoint,1
7962,astarisborn,0
7963,allthepresident'smen,0
7964,allegronontroppo,0
7965,assaultonprecinct13,1
7966,azotodikpecset,0
7967,bugsymalone,1
7968,canoaashamefulmemory,0
7969,carrie,1
7970,charliesangels,0
7971,thedesertofthetartars,0
7972,drum,0
7973,emmanuellebiancaenera,0
7974,familyplot,1
7975,freakyfriday,1
7976,thegumballrally,1
7977,ilsecondotragicofantozzi,0
7978,intherealmofthesenses,1
7979,keoma,0
7980,lesdouzetravauxd’astérix(thetwelvetasksofasterix),0
7981,thelittlegirlwholivesdownthelane,1
7982,logan'srun,0
7983,themanwhofelltoearth,0
7984,mandinga,0
7985,marathonman,0
7986,murderbydeath,1
7987,network,1
7988,theomen,1
7989,theoutlawjoseywales,0
7990,pascualduarte,0
7991,revengeofthecheerleaders,0
7992,rocky,0
7993,sebastiane,0
7994,silentmovie,0
7995,silverstreak,0
7996,smallchange,1
7997,sparkle,1
7998,taxidriver,0
7999,thetenant,0
8000,thetownthatdreadedsundown,0
8001,two-minutewarning,0
8002,aboyandhisdog,0
8003,barrylyndon,0
8004,blondeinblackleather,1
8005,thecountofmonte-cristo,0
8006,deathrace2000,1
8007,deepred,1
8008,dersuuzala,0
8009,dialoguesofexiles,1
8010,dogdayafternoon,1
8011,dolemite,0
8012,emmanuelleii,1
8013,fawltytowers,1
8014,flatfootinhongkong,0
8015,greygardens,1
8016,inserts,0
8017,ironiyasudbyilislegkimparom!,0
8018,jaws,1
8019,jeannedielman23quaiducommerce1080bruxelles,1
8020,katietippel,1
8021,l'histoired'adèleh.,1
8022,loveanddeath,1
8023,themaids,1
8024,mandingo,0
8025,themirror,1
8026,montypythonandtheholygrail,0
8027,nashville,1
8028,numerodeux,1
8029,oneflewoverthecuckoo'snest,0
8030,picnicathangingrock,1
8031,therockyhorrorpictureshow,1
8032,salòole120giornatedisodoma[saloorthe120daysofsodom],1
8033,thestepfordwives,1
8034,thestoryofo,1
8035,switchbladesisters,1
8036,terrorofmechagodzilla,0
8037,threedaysofthecondor,0
8038,tommy,0
8039,zorro,0
8040,awomanundertheinfluence,1
8041,airport1975,1
8042,alifeareatsthesoul,1
8043,alicedoesn'tlivehereanymore,1
8044,thearena,1
8045,blackchristmas,1
8046,blazingsaddles,0
8047,bloodfordracula,1
8048,briefencounter,1
8049,celineandjuliegoboating,1
8050,chinatown,0
8051,theconversation,0
8052,darkstar,0
8053,deathwish,1
8054,dracula,1
8055,edvardmunch,0
8056,emmanuelle,1
8057,femaletrouble,1
8058,foxybrown,1
8059,thegodfatherpartii,0
8060,godzillavs.mechagodzilla,0
8061,goingplaces,0
8062,thegroovetube,0
8063,jetuilelle,1
8064,killdozer,0
8065,kozureokamijigokueikuzo!daigoro,0
8066,thelegendofthe7goldenvampires,0
8067,mame,1
8068,themanwiththegoldengun,0
8069,nonsideveprofanareilsonnodeimorti[thelivingdeadatmanchestermorgue],0
8070,theodessafile,1
8071,theparallaxview,0
8072,phantomoftheparadise,0
8073,thesugarlandexpress,0
8074,thetexaschainsawmassacre,0
8075,thetoweringinferno,0
8076,truckturner,1
8077,vampyres,1
8078,watchoutwe'remad,0
8079,youngfrankenstein,0
8080,zardoz,0
8081,'gatorbait,0
8082,acharliebrownthanksgiving,0
8083,adoll'shouse,1
8084,atouchofclass,0
8085,awarmdecember,1
8086,americangraffiti,0
8087,thebaby,1
8088,badlands,0
8089,blackmamawhitemama,1
8090,childrenshouldn'tplaywithdeadthings,1
8091,thecrazies,1
8092,dayfornight,1
8093,donjuan(orifdonjuanwereawoman),1
8094,don'tlooknow,1
8095,elataquedelosmuertossinojos[returnoftheevildead],1
8096,enterthedragon,0
8097,theexorcist,1
8098,fantasticplanet,0
8099,femalevampire,1
8100,godzillavs.megalon,0
8101,highplainsdrifter,0
8102,theholymountain,0
8103,ivanvasilevichmenyaetprofessiyu,0
8104,jesuschristsuperstar,0
8105,theknockoutcop,0
8106,lanuitdesetoilesfilantes,1
8107,larosedefer,0
8108,ladysnowblood,1
8109,thelegendofhellhouse,1
8110,lemoraachild'staleofthesupernatural,1
8111,lesnocesrouges,1
8112,liveandletdie,0
8113,themadadventuresof'rabbi'jacob,0
8114,meanstreets,0
8115,mynameisnobody,0
8116,theoffence,0
8117,papermoon,1
8118,papillon,0
8119,patgarrett&billythekid,0
8120,payday,0
8121,robinhood,1
8122,thesatanicritesofdracula,0
8123,serpico,0
8124,sleeper,0
8125,soylentgreen,0
8126,thespiritofthebeehive,1
8127,thesting,0
8128,terminalisland,1
8129,thethreemusketeers,0
8130,turkishdelight,1
8131,thewickerman,1
8132,worldonawire,0
8133,1776,0
8134,aguirrethewrathofgod,0
8135,allthewayboys,0
8136,avanti!,1
8137,thebigbirdcage,1
8138,thebittertearsofpetravonkant,1
8139,blacula,1
8140,butterfliesarefree,1
8141,cabaret,1
8142,chloeintheafternoon,0
8143,criesandwhispers(viskningarochrop),1
8144,thedawnsherearequiet,1
8145,deepthroat,1
8146,deliverance,0
8147,thediscreetcharmofthebourgeoisie,1
8148,don'ttortureaduckling,0
8149,frenzy,1
8150,thegodfather,0
8151,godzillavs.gigan,0
8152,thehitchhikers,1
8153,jeremiahjohnson,0
8154,l'aventurec'estl'aventure,0
8155,ladysingstheblues,1
8156,thelasthouseontheleft,1
8157,lasttangoinparis,1
8158,lonewolfandcubbabycartattheriverstyx,0
8159,lonewolfandcubbabycartinperil,0
8160,lonewolfandcubbabycarttohades,0
8161,lonewolfandcubswordofvengeance,0
8162,thematteiaffair(ilcasomattei),0
8163,theothersideofunderneath,1
8164,pinkflamingos,1
8165,theposeidonadventure,0
8166,prisongirls,1
8167,sbattiilmostroinprimapagina,0
8168,silentnightbloodynight,1
8169,sisters,1
8170,sleuth,0
8171,solyaris,0
8172,stateofsiege,0
8173,travelswithmyaunt,1
8174,unebellefillecommemoi,1
8175,weddinginwhite,1
8176,what'supdoc,0
8177,whenmichaelcalls,0
8178,10rillingtonplace,0
8179,aclockworkorange,0
8180,anewleaf,1
8181,anand,0
8182,andnowforsomethingcompletelydifferent,0
8183,theandromedastrain,1
8184,bananas,0
8185,bedknobsandbroomsticks,1
8186,belloonestoemigratoaustraliasposerebbecompaesanaillibata,0
8187,daughtersofdarkness,1
8188,deathinvenice,0
8189,thedevils,1
8190,diamondsareforever,0
8191,duel,0
8192,theemigrants,1
8193,escapefromtheplanetoftheapes,0
8194,thefrenchconnection,0
8195,frenchieking,1
8196,getcarter,0
8197,godzillavs.thesmogmonster(godzillavs.hedorah),1
8198,hanniecaulder,0
8199,haroldandmaude,1
8200,herecomespetercottontail,0
8201,thehousethatdrippedblood,1
8202,johnnygothisgun,0
8203,klute,1
8204,theladyhermit,1
8205,thelastpictureshow,0
8206,let'sscarejessicatodeath,1
8207,luluthetool,0
8208,lustforavampire,1
8209,macbeth,0
8210,maryqueenofscots,1
8211,mccabe&mrs.miller,1
8212,melody,0
8213,themilliondollarduck,0
8214,mononcleantoine,1
8215,mrs.pollifax-spy,1
8216,nicholasandalexandra,1
8217,playmistyforme,1
8218,punishmentpark,1
8219,shaft,0
8220,strawdogs,0
8221,sweetsweetback'sbaadassssssong,0
8222,takingoff,1
8223,thx1138,0
8224,trinityisstillmyname,0
8225,thetrojanwomen,1
8226,vampyroslesbos,1
8227,vanishingpoint,0
8228,wakeinfright,0
8229,walkabout,0
8230,werewolvesonwheels,0
8231,willywonka&thechocolatefactory,0
8232,airport,1
8233,thearistocats,1
8234,bambule,1
8235,beyondthevalleyofthedolls,1
8236,theboysintheband,0
8237,carryiton,1
8238,catch-22,1
8239,claire'sknee,1
8240,colossustheforbinproject,0
8241,theconformist,1
8242,darlinglili,1
8243,deepend,0
8244,dodes'ka-den,1
8245,donkeyskin,1
8246,fiveeasypieces,1
8247,houseofdarkshadows,0
8248,italianstallion,1
8249,leboucher,0
8250,lecerclerouge,0
8251,lesnovices,1
8252,littlebigman,0
8253,lovestory,0
8254,themusiclovers,0
8255,nachtswenndraculaerwacht,0
8256,patton,0
8257,thephantomtollbooth,0
8258,pippiinthesouthseas,1
8259,therailwaychildren,1
8260,riolobo,0
8261,santaclauseiscomin'totown,0
8262,scarsofdracula,0
8263,tastethebloodofdracula,1
8264,theycallmetrinity,0
8265,thethingsoflife,0
8266,tora!tora!tora!,0
8267,tristana,0
8268,twomulesforsistersara,1
8269,thevampirelovers,1
8270,wanda,1
8271,waterloo,0
8272,ageofconsent,1
8273,alice'srestaurant,0
8274,armyofshadows,0
8275,butchcassidyandthesundancekid,0
8276,chastity,0
8277,thecomputerworetennisshoes,0
8278,djangothebastard,0
8279,downhillracer,0
8280,easyrider,0
8281,godzilla'srevenge(godzillaminiragabaraallmonstersattack),0
8282,hellodolly!,1
8283,thehoneymoonkillers,1
8284,theitalianjob,0
8285,kes,0
8286,marquisdesade'sjustine,1
8287,midnightcowboy,0
8288,mississippimermaid,1
8289,mynightatmaud's,1
8290,mysideofthemountain,0
8291,onhermajesty'ssecretservice,0
8292,paintyourwagon,0
8293,thepassionofanna,0
8294,theprimeofmissjeanbrodie,1
8295,supportyourlocalsheriff!,0
8296,theswimmingpool,1
8297,takethemoneyandrun,0
8298,theyshoothorsesdon'tthey?,0
8299,truegrit,1
8300,womeninlove,1
8301,z,0
8302,2001aspaceodyssey,0
8303,asterixetcleopatre,0
8304,barbarella,1
8305,theboysofpaulstreet,0
8306,thebrideworeblack,1
8307,bullitt,0
8308,carryon...upthekhyber,1
8309,thecathasninelives,1
8310,charly,0
8311,chittychittybangbang,1
8312,destroyallmonsters,0
8313,djangoprepareacoffin,0
8314,draculahasrisenfromthegrave,0
8315,egricsillagok,0
8316,funnygirl,1
8317,gameravs.viras,0
8318,hang'emhigh,0
8319,head,0
8320,hellfighters,0
8321,hourofthewolf,0
8322,icestationzebra,0
8323,if....,0
8324,ilgiornodellacivetta,0
8325,thekillingofsistergeorge,1
8326,thelioninwinter,1
8327,nightofthelivingdead,1
8328,oliver!,0
8329,onceuponatimeinthewest,0
8330,theparty,1
8331,planetoftheapes,0
8332,theproducers,0
8333,therapeofthevampire,1
8334,reconstruction,0
8335,romeoandjuliet,1
8336,rosemary'sbaby,1
8337,star!,1
8338,taiyonoojihorusunodaiboken,0
8339,todaywekilltomorrowwedie!,0
8340,upthejunction,1
8341,thevalleyofdeath,0
8342,whereeaglesdare,1
8343,thewreckingcrew,1
8344,yellowsubmarine,0
8345,acountessfromhongkong,1
8346,atimeforkilling,0
8347,accident,0
8348,asterixthegaul(asterixlegaulois),0
8349,barefootinthepark,1
8350,bedazzled,1
8351,belledejour,1
8352,berserk,1
8353,bonnieandclyde,1
8354,casinoroyale,0
8355,coolhandluke,0
8356,daikaijukuchusengamerataigyaosu,0
8357,thedirtydozen,0
8358,djangokill...ifyouliveshoot!,0
8359,elviramadigan,0
8360,thefearlessvampirekillers,0
8361,thefox,1
8362,godforgives...idon't!,0
8363,thegraduate,0
8364,guesswho'scomingtodinner,1
8365,iamcurious(yellow),1
8366,intheheatofthenight,0
8367,thejunglebook,0
8368,koroshinorakuin[brandedtokill],0
8369,lacollectionneuse,0
8370,lesamourai,0
8371,marketalazarova,0
8372,peppermintfrappe,0
8373,playtime,1
8374,smashingtime,1
8375,sonofgodzilla,0
8376,thoroughlymodernmillie,1
8377,twofortheroad,1
8378,uchudaikaijugirara,1
8379,valleyofthedolls,1
8380,waituntildark,1
8381,womantimesseven,1
8382,youonlylivetwice,0
8383,theyounggirlsofrochefort,1
8384,abighandforthelittlelady,0
8385,amanforallseasons,0
8386,alfie,0
8387,andreirublev,0
8388,blackgirl,1
8389,bloodbath,0
8390,blow-up,0
8391,cathycomehome,1
8392,daikaijukettogamerataibarugon,0
8393,daimajin,0
8394,daisies,1
8395,deathridesahorse,0
8396,django,0
8397,draculaprinceofdarkness,0
8398,eldorado,0
8399,endofaugustatthehotelozone,1
8400,fahrenheit451,1
8401,fantasticvoyage,0
8402,thefortunecookie,0
8403,georgygirl,1
8404,godzillavs.theseamonster(ebirahhorrorofthedeep),0
8405,thegoodthebadandtheugly,0
8406,thegroup,1
8407,howtostealamillion,0
8408,jessejamesmeetsfrankenstein'sdaughter,0
8409,l'armatabrancaleone,0
8410,labattagliadialgeri,0
8411,lacaza,0
8412,lostcommand,0
8413,manosthehandsoffate,1
8414,onemillionyearsb.c.,0
8415,ourmanflint,0
8416,persona,1
8417,theplagueofthezombies,1
8418,returnofdaimajin,0
8419,thesandpebbles,0
8420,saraswathisabatham,0
8421,tokyodrifter,0
8422,torncurtain,1
8423,thetroublewithangels,1
8424,whoareyoupollymaggoo?,0
8425,who'safraidofvirginiawoolf?,0
8426,winnetouandthecrossbreed,0
8427,winnetouundseinfreundoldfirehand,0
8428,wrathofdaimajin,0
8429,apatchofblue,1
8430,astudyinterror,1
8431,alphaville,0
8432,bunnylakeismissing,1
8433,catballou,1
8434,daikaijugamera,0
8435,darling,1
8436,devilsofdarkness,1
8437,doctorzhivago,0
8438,fasterpussycat!kill!kill!,1
8439,theflightofthephoenix,0
8440,forafewdollarsmore,0
8441,frankensteinconquerstheworld,0
8442,gulliver'stravelsbeyondthemoon,0
8443,howtomurderyourwife,0
8444,insidedaisyclover,1
8445,invasionofastro-monster,0
8446,theipcressfile,0
8447,julietofthespirits,1
8448,kapurush,0
8449,theknack...andhowtogetit,0
8450,mnedvadtsatlet(iamtwenty),1
8451,theoilprince,0
8452,oldsurehand,0
8453,thepleasuregirls,1
8454,pyramidofthesungod,0
8455,therailrodder,0
8456,redbeard,1
8457,repulsion,1
8458,thesoundofmusic,1
8459,thatdarncat!,1
8460,thunderball,0
8461,treasureoftheaztecs,0
8462,vivamaria!,1
8463,winnetouthelastshot,0
8464,ahardday'snight,0
8465,ashotinthedark,0
8466,theamericanizationofemily,0
8467,amongstvultures,0
8468,bandofoutsiders,1
8469,bedtimestory,0
8470,bikinibeach,0
8471,carryoncleo,0
8472,thechalkgarden,1
8473,codenametiger,1
8474,deadringer,1
8475,dergeteiltehimmel(dividedheaven),0
8476,dr.strangeloveorhowilearnedtostopworryingandlovethebomb,0
8477,fail-safe,0
8478,firstmeninthemoon,0
8479,ghidorahthethree-headedmonster,1
8480,godzillavs.thething(mothravs.godzilla),0
8481,goldfinger,0
8482,thegospelaccordingtost.matthew,0
8483,hush...hushsweetcharlotte,1
8484,king&country,0
8485,latiatula,1
8486,thelastmanonearth,0
8487,thelongships,0
8488,man'sfavoritesport?,0
8489,marnie,1
8490,marriageitalianstyle,1
8491,marypoppins,1
8492,myfairlady,1
8493,nikutainomon[gateofflesh],1
8494,oldshatterhand,0
8495,onibaba,0
8496,perunpugnodidollari(afisfulofdollars),0
8497,reddesert,1
8498,rudolphthered-nosedreindeer,0
8499,seducedandabandoned,1
8500,thetimetravelers,0
8501,thetrain,0
8502,theumbrellasofcherbourg,1
8503,theunsinkablemollybrown,1
8504,vivalasvegas,0
8505,winnetoutheredgentleman,0
8506,womaninthedunes,0
8507,theyellowone,0
8508,zulu,0
8509,55daysatpeking,0
8510,8½,1
8511,atragon,0
8512,thebakerygirlofmonceau,0
8513,beachparty,0
8514,thebirds,1
8515,byebyebirdie,1
8516,carryoncabby,1
8517,charade,0
8518,cleopatra,1
8519,contempt,0
8520,dementia13,1
8521,elverdugo,0
8522,fromrussiawithlove,1
8523,thegreatescape,0
8524,theguest,0
8525,thehaunting,1
8526,theincrediblejourney,0
8527,irmaladouce,0
8528,it'samadmadmadmadworld,1
8529,khanehsiahast(thehouseisblack),0
8530,thekissofthevampire,0
8531,lordoftheflies,0
8532,moveoverdarling,1
8533,thepinkpanther,0
8534,theraven,0
8535,sanjuro,1
8536,theservant,1
8537,shockcorridor,0
8538,thesilence,1
8539,summerholiday,1
8540,summermagic,1
8541,suzanne'scareer,1
8542,theswordinthestone,0
8543,tomjones,1
8544,unearthlystranger,0
8545,winnetou,0
8546,winterlight,0
8547,xthemanwiththex-rayeyes,0
8548,advise&consent,1
8549,antoineandcolette,0
8550,atracoalastres,0
8551,boccaccio´70,0
8552,thebrainthatwouldn'tdie,0
8553,carnivalofsouls,1
8554,cartouche,0
8555,cleofrom5to7,1
8556,thedayofthetriffids,1
8557,thedevil'shand,0
8558,dr.no,0
8559,gypsy,1
8560,hara-kiri,0
8561,hatari!,1
8562,ivanovodetstvo,0
8563,julesandjim,0
8564,kingkongvs.godzilla,1
8565,l'eclisse,1
8566,thel-shapedroom,1
8567,lajetee,0
8568,lawrenceofarabia,0
8569,lesdimanchesdevilled'avray,1
8570,lolita,1
8571,thelonelinessofthelongdistancerunner,1
8572,thelongestday,0
8573,themanchuriancandidate,0
8574,themiracleworker,1
8575,themusicman,1
8576,thattouchofmink,0
8577,tokillamockingbird,1
8578,thetreasureofthesilverlake,0
8579,thetrialofjoanofarc,0
8580,thetrial,0
8581,vivresavie,1
8582,walkonthewildside,1
8583,warofthebuttons,0
8584,whateverhappenedtobabyjane?,1
8585,araisininthesun,1
8586,atasteofhoney,1
8587,awomanisawoman,0
8588,accattone,1
8589,thebeastofyuccaflats,0
8590,bluehawaii,1
8591,breakfastattiffany's,0
8592,thechildren'shour,1
8593,thecurseofthewerewolf,1
8594,elcid,0
8595,flameinthestreets,1
8596,thegunsofnavarone,0
8597,thehustler,0
8598,theinnocents,1
8599,kingofkings,1
8600,lanotte,1
8601,leonmorinpriest,1
8602,lola,0
8603,themisfits,1
8604,mothra,0
8605,mysteriousisland,0
8606,onehundredandonedalmatians,1
8607,onetwothree,1
8608,theparenttrap,1
8609,parisblues,1
8610,thephantomplanet,0
8611,snowwhiteandthethreestooges,1
8612,splendorinthegrass,1
8613,throughaglassdarkly,0
8614,underworldu.s.a.,1
8615,westsidestory,1
8616,yojimbo,0
8617,aboutdesouffle,0
8618,theapartment,1
8619,thebadsleepwell,0
8620,blacksunday,1
8621,bodyintheweb,1
8622,thebridesofdracula,1
8623,thecityofthedead,1
8624,conspiracyofhearts,1
8625,exodus,1
8626,firstspaceshiponvenus,0
8627,inheritthewind,1
8628,jigoku(hellorthesinnersofhell),1
8629,l'avventura,1
8630,laciociara,1
8631,ladolcevita,0
8632,lastwomanonearth,0
8633,lateautumn,1
8634,letrou,0
8635,lesbonnesfemmes,1
8636,lesyeuxsansvisage,1
8637,let'smakelove,0
8638,themagnificentseven,0
8639,makeminemink,1
8640,nerveonsunday,0
8641,peepingtom,0
8642,psycho,1
8643,roccoandhisbrothers,0
8644,schoolforscoundrels,0
